CIK,average_gross_margin_pre,average_net_margin_pre,average_operating_margin_pre,average_revenue_growth_pre,baseline_assets,baseline_market_cap_if_available,baseline_revenue,bnpl_control_status,bnpl_verification_summary,broad_bnpl_category,candidate_id,candidate_screening_status,candidate_source,candidate_source_url,cash_to_assets_pre,category_confidence,company_name,companyfacts_status,detailed_bnpl_category,equity_to_assets_pre,exchange,expanded_control_sample,gross_margin_pretrend,inventory_to_assets_pre,leverage_pre,limited_history_pre,log_assets_2019,log_revenue_2019,manual_review_required,match_distance,match_quality,match_rank,matched_treated_CIK,matched_treated_company,operating_margin_pretrend,pre_observation_count,preferred_control_sample,revenue_cagr_pre,revenue_pretrend,sec_universe_rank,sga_to_revenue_pre,sic_code,sic_description,size_bucket,size_bucket_basis,strict_control_sample,ticker
0001262039,0.7523392449350949,0.11657671797213709,0.11787336673277148,0.19119417812882364,3885500000.0,,2156200000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fn/cir3,cc,nc/qYkYtW4ptUTHO5TVR_F3o3iRdIs.css?or=w",Electronics & Technology,CTRL_CAND_0011,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.3146313215802342,MEDIUM,"Fortinet, Inc.",cache,Computers & Tablets,0.3402136147214001,Nasdaq,True,0.0029697220233923854,0.03034358512417964,0.6597863852785999,False,22.08051751261357,21.491613250069292,True,3.4,REVIEW,1,0001504776,Warby Parker Inc.,0.0103063687954197,20,True,0.20898422596990973,0.048008957898713116,96,0.0,3577,"Computer Peripheral Equipment, NEC",Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,FTNT
0000865752,0.6125040803353876,,0.3417009423762525,0.1129650814529225,5150352000.0,,4200819000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0012,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.15493251723377355,MEDIUM,Monster Beverage Corp,cache,Automotive,0.8099021193114567,Nasdaq,True,-0.0006949671792023717,0.07004006716434139,,False,22.3623308988009,22.158545343225704,True,0.9441407052747458,LOW,1,0001018840,ABERCROMBIE & FITCH CO /DE/,0.000631917766660622,20,True,0.11452282729743213,0.027111449132871827,122,0.0,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,MNST
0001690820,0.10566968158788964,-0.034320960249981776,,1.172147893836732,2057748000.0,,2836309000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0013,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.03694135530686945,HIGH,CARVANA CO.,cache,Automotive,0.04767930767032698,NYSE,True,0.006346174087062356,0.3706459683109885,0.9067237582055723,False,21.444878017881187,21.765769395957435,True,3.4,REVIEW,1,0001560968,Samsonite International SA/ADR,,9,True,0.4504509664443328,0.21220670076820325,130,0.25306743301470197,5500,Retail-Auto Dealers & Gasoline Stations,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,CVNA
0000089800,0.44366288720652713,0.09658968482020495,0.15733724629303103,0.18708665093095392,20496200000.0,,13786371000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fn/cir3,cc,nc/qYkYtW4ptUTHO5TVR_F3o3iRdIs.css?or=w",Home & Appliances,CTRL_CAND_0014,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.007894146231984466,HIGH,SHERWIN WILLIAMS CO,cache,Home Improvement,0.20117387613313686,NYSE,True,-0.004291759852515068,0.09219269913447371,,False,23.743505340054742,23.346946332407118,False,0.4345496280939193,HIGH,1,0000060667,LOWES COMPANIES INC,-0.0006215992773191395,18,True,0.05006429295072423,0.039052664420654644,144,0.3573376180749671,5200,"Retail-Building Materials, Hardware, Garden Supply",Large-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,SHW
0000723254,,0.11669653872081791,0.15233962824958205,0.12243889983864531,7436662000.0,,6892303000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Apparel & Personal Care,CTRL_CAND_0015,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.012995749974921544,MEDIUM,CINTAS CORP,cache,Clothing & Accessories,0.40377268726210763,Nasdaq,True,,0.04499182563359744,,False,22.729687929201255,22.653671118661958,False,0.5227473937049796,HIGH,1,0000029534,DOLLAR GENERAL CORP,0.00010674870124217979,18,True,0.12002641850878648,0.02948860503845018,146,0.29021636484210944,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,CTAS
0000745732,0.2863900974808295,0.10117348873905586,,0.08345200723717819,9348367000.0,,16039073000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fn/cir3,cc,nc/qYkYtW4ptUTHO5TVR_F3o3iRdIs.css?or=w",Apparel & Personal Care,CTRL_CAND_0016,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.14453914785330957,HIGH,"ROSS STORES, INC.",cache,Clothing & Accessories,0.359340727637244,Nasdaq,True,-0.0002735279515516468,0.19600631853670272,,False,22.95846751258708,23.49829364469724,False,0.30002124584549555,HIGH,1,0000039911,GAP INC,,19,True,0.07657364379799225,0.01977315780703417,149,0.16119266187799752,5651,Retail-Family Clothing Stores,Large-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,ROST
0001467858,0.12173699135939313,0.0332071039941411,0.05072321757770983,-0.04158218466213061,228037000000.0,,137237000000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0017,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.08362239461140078,MEDIUM,General Motors Co,cache,Automotive,0.18326850467248737,NYSE,True,-0.0007932202467090903,0.045597863504606706,0.7984669154567022,False,26.15277373343652,25.644975195181562,True,1.9660604642597503,LOW,1,0000016988,CANON INC,-0.0002936032058775729,19,True,-0.015223649119248117,-0.0070839393078091645,153,0.0380272954519215,3711,Motor Vehicles & Passenger Car Bodies,Large-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,GM
0000898173,0.5286162388091972,0.1339602466886826,0.1903660700959446,0.05698837206731381,10717160000.0,,10149985000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0018,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.003770215243590653,HIGH,O REILLY AUTOMOTIVE INC,cache,Automotive,0.03707512064763426,Nasdaq,True,0.0006091163017929264,0.32229545887156674,,False,23.095112032117008,23.040738064600603,False,0.06458972882941842,HIGH,1,0000866787,AUTOZONE INC,-0.00023883078756847237,20,True,0.06242208166183638,0.014416632461316112,172,0.3381936572384051,5531,Retail-Auto & Home Supply Stores,Large-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,ORLY
0000068505,0.4796727589094145,0.0668995740146069,0.18058378637949235,0.09437111401076878,10642000000.0,,7887000000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/f3/cir3,cc,nc/XKkf7PevzOVtzidRm3f9xWob0cM.css?or=w",Electronics & Technology,CTRL_CAND_0019,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.09406126667919563,LOW,"Motorola Solutions, Inc.",cache,Phones & Smartwatches,-0.06577710956587107,NYSE,True,0.0017380946408925536,0.04200338282277767,,False,23.08807427312059,22.788481671362266,True,0.9872138422786838,MEDIUM,1,0000789019,MICROSOFT CORP,0.002375989958028997,19,True,0.08481211855852777,0.02462581286114734,173,0.18783902464224828,3663,Radio & Tv Broadcasting & Communications Equipment,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,MSI
0001585689,,0.10585046203087733,0.1617230238843048,-0.07612966021170677,14957000000.0,,9452000000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/ez/cir3,cc,nc/ITQ79_h8jq-eoIeRkdWbxDW7IbQ.css?or=w",Entertainment,CTRL_CAND_0020,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.035969780036103495,LOW,Hilton Worldwide Holdings Inc.,cache,Gaming & Entertainment,-0.03222571371264291,NYSE,True,,,1.0315571304405964,False,23.4284452546236,22.969492196271073,True,0.5406675413795133,HIGH,1,0001048286,MARRIOTT INTERNATIONAL INC /MD/,-0.0003360072804892125,19,True,-0.043068869260168285,-0.015181226806834834,174,0.0,7011,Hotels & Motels,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,HLT
0000075362,,0.09055444967767233,,0.150721700579449,28361100000.0,,25599700000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",Automotive,CTRL_CAND_0021,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,PACCAR INC,cache,Automotive,0.3422328471039558,Nasdaq,True,,,,False,24.068284324882118,23.96584646961326,True,0.9288911142664392,LOW,1,0000823768,WASTE MANAGEMENT INC,,20,True,0.07575797754745994,0.022109561390101964,178,0.0,3711,Motor Vehicles & Passenger Car Bodies,Large-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,PCAR
0001648416,,,,,5446372000.0,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0022,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.16487048626131304,MEDIUM,Ferrari N.V.,cache,Automotive,0.273078665944963,NYSE,False,,0.07712491912047138,,True,22.418215535879483,,True,,,,,,,0,False,,,180,,3711,Motor Vehicles & Passenger Car Bodies,Unclassified,FY2019 revenue proxy; historical market cap not constructed,False,RACE
