merchant_id,merchant_name,provider,source_type,source_name,source_url,source_date,archived_url_if_applicable,wayback_snapshot_date,evidence_direction,evidence_text,interpretation,reliability_tier,retrieved_at
M0002,Advance Auto Parts,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/11/Automotive/,,,,supports_bnpl_present,Compare Automotive Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Automotive A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/ba94b586-39bc-4ade-a765-9cae8561779d/apple/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Apple - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna ∕,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/store/ba94b586-39bc-4ade-a765-9cae8561779d/apple/pay-with-klarna/,,https://web.archive.org/web/20250214134218/https://www.klarna.com/us/store/ba94b586-39bc-4ade-a765-9cae8561779d/apple/pay-with-klarna/,2025-02-14,supports_bnpl_present,Provider-specific URL first archived on 2025-02-14: https://www.klarna.com/us/store/ba94b586-39bc-4ade-a765-9cae8561779d/apple/pay-with-klarna/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/1/TV-Audio/,,,,supports_bnpl_present,Compare TV & Audio Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / TV & Audio T,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/1/TV-Audio/,,https://web.archive.org/web/20221002221314/https://www.klarna.com/us/shopping/t/1/TV-Audio/,2022-10-02,supports_bnpl_present,Provider-specific URL first archived on 2022-10-02: https://www.klarna.com/us/shopping/t/1/TV-Audio/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/17/Photography/,,,,supports_bnpl_present,Compare Photography Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Photography,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/17/Photography/,,https://web.archive.org/web/20220924102034/https://www.klarna.com/us/shopping/t/17/Photography/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/17/Photography/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/appliances-electronics,,,,supports_bnpl_present,"Buy Now, Pay Later Electronics | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/appliances-electronics,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/appliances-electronics,,https://web.archive.org/web/20210921224524/https://zip.co/us/shop/appliances-electronics,2021-09-21,supports_bnpl_present,Provider-specific URL first archived on 2021-09-21: https://zip.co/us/shop/appliances-electronics,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/bills,,,,supports_bnpl_present,Pay your Bills with Zip in easy installments | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insig,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/bills,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/bills,,https://web.archive.org/web/20211109131115/https://zip.co/us/shop/bills,2021-11-09,supports_bnpl_present,Provider-specific URL first archived on 2021-11-09: https://zip.co/us/shop/bills,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/phones,,,,supports_bnpl_present,"Buy Now, Pay Later Phones | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/phones,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0003,Apple,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/phones,,https://web.archive.org/web/20220625140916/https://zip.co/us/shop/phones,2022-06-25,supports_bnpl_present,Provider-specific URL first archived on 2022-06-25: https://zip.co/us/shop/phones,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0004,Airbnb,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/hotels,,,,supports_bnpl_present,"Buy Now, Pay Later Hotels | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0004,Airbnb,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/hotels,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0004,Airbnb,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/hotels,,https://web.archive.org/web/20220625144641/https://zip.co/us/shop/hotels,2022-06-25,supports_bnpl_present,Provider-specific URL first archived on 2022-06-25: https://zip.co/us/shop/hotels,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0005,Autodesk,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/13bdaf63-447e-44c7-9516-dc6d5c929a7f/autodesk/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Autodesk - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0005,Autodesk,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/11/Automotive/,,,,supports_bnpl_present,Compare Automotive Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Automotive A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/apparel,2026-08-07,,,supports_bnpl_present,Buy now pay later men's and women's clothing | Affirm We're glad you're here! Would you like to see what Affirm offers in your reg,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/05e8d825-7641-4b62-acc7-5263643592aa/american-eagle/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at American Eagle - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/store/05e8d825-7641-4b62-acc7-5263643592aa/american-eagle/pay-with-klarna/,,https://web.archive.org/web/20250224115549/https://www.klarna.com/us/store/05e8d825-7641-4b62-acc7-5263643592aa/american-eagle/pay-with-klarna/,2025-02-24,supports_bnpl_present,Provider-specific URL first archived on 2025-02-24: https://www.klarna.com/us/store/05e8d825-7641-4b62-acc7-5263643592aa/american-eagle/pay-with-klarna/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,,,supports_bnpl_present,Compare Clothing & Accessories Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Clothing & A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/mens-clothing,,,,supports_bnpl_present,Men's clothing on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Afterpay,wayback_cdx_provider_directory,Internet Archive CDX,https://www.afterpay.com/en-US/categories/mens-clothing,,https://web.archive.org/web/20260226210648/https://www.afterpay.com/en-US/categories/mens-clothing,2026-02-26,supports_bnpl_present,Provider-specific URL first archived on 2026-02-26: https://www.afterpay.com/en-US/categories/mens-clothing,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/womens-clothing,,,,supports_bnpl_present,Fashion on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Afterpay,wayback_cdx_provider_directory,Internet Archive CDX,https://www.afterpay.com/en-US/categories/womens-clothing,,https://web.archive.org/web/20251127160840/https://www.afterpay.com/en-US/categories/womens-clothing,2025-11-27,supports_bnpl_present,Provider-specific URL first archived on 2025-11-27: https://www.afterpay.com/en-US/categories/womens-clothing,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/mens-clothing/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Men's Clothing with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/mens-jewelry-and-accessories/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Men's Jewelry & Accessories with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0006,American Eagle,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/mens-shoes/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Men's Shoes with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing Jew,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0007,Allstate,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/bills,,,,supports_bnpl_present,Pay your Bills with Zip in easy installments | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insig,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0007,Allstate,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/bills,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0007,Allstate,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/bills,,https://web.archive.org/web/20211109131115/https://zip.co/us/shop/bills,2021-11-09,supports_bnpl_present,Provider-specific URL first archived on 2021-11-09: https://zip.co/us/shop/bills,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/electronics,2026-08-07,,,supports_bnpl_present,"Buy now pay later electronics - Laptop, iPhone financing | Affirm We're glad you're here! Would you like to see what Affirm offers","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Affirm,wayback_cdx_provider_directory,Internet Archive CDX,https://www.affirm.com/shopping/electronics,,https://web.archive.org/web/20201129081111/https://www.affirm.com/shopping/electronics,2020-11-29,supports_bnpl_present,Provider-specific URL first archived on 2020-11-29: https://www.affirm.com/shopping/electronics,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/home-and-furniture,2026-08-07,,,supports_bnpl_present,Furniture & mattress financing - buy now pay later | Affirm We're glad you're here! Would you like to see what Affirm offers in your region? Go to the page Stay he,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Affirm,wayback_cdx_provider_directory,Internet Archive CDX,https://www.affirm.com/shopping/home-and-furniture,,https://web.archive.org/web/20201129073945/https://www.affirm.com/shopping/home-and-furniture,2020-11-29,supports_bnpl_present,Provider-specific URL first archived on 2020-11-29: https://www.affirm.com/shopping/home-and-furniture,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/97b4ccb9-3db9-465a-9099-cabc737b1639/amazon/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Amazon - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna ∕,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/1493/Toys-Hobbies/,,,,supports_bnpl_present,Compare Toys & Hobbies Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Toys & Hobbi,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/1493/Toys-Hobbies/,,https://web.archive.org/web/20220924101958/https://www.klarna.com/us/shopping/t/1493/Toys-Hobbies/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/1493/Toys-Hobbies/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/35/Kids-Family/,,,,supports_bnpl_present,Compare Kids & Family Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Kids & Famil,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0008,Amazon,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/35/Kids-Family/,,https://web.archive.org/web/20220924102041/https://www.klarna.com/us/shopping/t/35/Kids-Family/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/35/Kids-Family/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/18a711ed-a6dd-48b1-bd0a-b2c5a65d7177/zappos/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Zappos - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna ∕,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,,,supports_bnpl_present,Compare Clothing & Accessories Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Clothing & A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/mens-clothing,,,,supports_bnpl_present,Men's clothing on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Afterpay,wayback_cdx_provider_directory,Internet Archive CDX,https://www.afterpay.com/en-US/categories/mens-clothing,,https://web.archive.org/web/20260226210648/https://www.afterpay.com/en-US/categories/mens-clothing,2026-02-26,supports_bnpl_present,Provider-specific URL first archived on 2026-02-26: https://www.afterpay.com/en-US/categories/mens-clothing,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/womens-clothing,,,,supports_bnpl_present,Fashion on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Afterpay,wayback_cdx_provider_directory,Internet Archive CDX,https://www.afterpay.com/en-US/categories/womens-clothing,,https://web.archive.org/web/20251127160840/https://www.afterpay.com/en-US/categories/womens-clothing,2025-11-27,supports_bnpl_present,Provider-specific URL first archived on 2025-11-27: https://www.afterpay.com/en-US/categories/womens-clothing,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/shoes,,,,supports_bnpl_present,"Buy Now, Pay Later Shoes | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0009,Zappos,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/shoes,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0010,Abercrombie & Fitch,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/5d035a17-dc52-49a0-89e1-8305a5840741/abercrombie-fitch/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Abercrombie & Fitch - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sig,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0010,Abercrombie & Fitch,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,,,supports_bnpl_present,Compare Clothing & Accessories Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Clothing & A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
